Handle,Command,Title,Author,Body HTML,Summary HTML,Tags,Tags Command,Published,Published At,Image Src,Image Alt Text,Blog: Handle,Metafield: sga.thumbnail [file_reference],Metafield: sga.total_time_minutes [number_integer],Metafield: sga.servings [number_integer],Metafield: sga.dietary [list.single_line_text_field],Metafield: sga.main_product [product_reference],Metafield: sga.related_products [list.product_reference],Metafield: sga.related_articles [list.article_reference],Metafield: sga.you_might_also_like [list.article_reference],Metafield: sga.you_might_also_like_heading [single_line_text_field],Metafield: sga.related_products_heading [single_line_text_field],Metafield: sga.ingredients [list.single_line_text_field],Metafield: sga.ingredient_products [list.product_reference],Metafield: sga.eyebrow [single_line_text_field],Metafield: sga.serving_tip [single_line_text_field],Metafield: sga.difficulty [single_line_text_field],Metafield: sga.instructions [list.single_line_text_field]
ovocna-zmrzlina-pro-rarasky,MERGE,Ovocná zmrzlina pro rarášky,Sonnentor,,"Osvěžující kyselkavá dobrota, kterou si zamilují děti i dospělí. Připravte se svými rarášky tuhle skvělou pochoutku, a party může začít.","Čaj, Děti, Léto, Dezerty & sladké",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/85005/image-thumb__85005__thumb-slider/ovocna-zmrzlina-pro-rarasky.e4cc1bae.jpg,Ovocná zmrzlina pro rarášky,recipes,ovocna-zmrzlina-pro-rarasky-thumb.jpg,15,1,"veganské, bez lepku, bez laktózy, vegetariánské",,,,"cokoladove-grissini, jablecne-cupcaky, lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, chai-orechovy-muffin, chai-mlecna-ryze, kavovy-lanyz, kouzelna-cokoladova-pena","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""400|ml|vody""]","malina-sirup-bio-500-ml, ovoce-na-zizu-biorarasci-bio-324g-porc-dvoukomorovy",Recept,Jednodušší to už ani být nemůže. Přizvěte si na pomoc malé zmrzlináře a vyrobte společně tu nejlepší zmrzku na světě.,,"[""Tři nálevové sáčky čaje Ovoce na žížu zalijte horkou vodou a 10 minut luhujte. Potom sáčky vyjměte, a čaj nechejte vychladnout."",""Studený čaj doslaďte sirupem a důkladně promíchejte. Potom rozlejte čaj se sirupem do formiček na ledňáčky a dejte do mrazáku. Voilà, zmrzlina je na světě.""]"
ledove-pampeliskove-kafe,MERGE,Ledové pampeliškové kafe,Sonnentor,,"Ledová káva malinko jinak. Z praženého kořene pampelišky, bez kofeinu, plná chuti. Ideální společník pro letní podvečery.","Dezerty & sladké, Léto, Nápoje",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/85978/image-thumb__85978__thumb-slider/ledove-pampeliskove-kafe.53a01ec5.jpg,Ledové pampeliškové kafe,recipes,ledove-pampeliskove-kafe-thumb.jpg,15,1,"bez lepku, veganské, vegetariánské",,,,"jablecne-cupcaky, lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, chai-orechovy-muffin, chai-mlecna-ryze, kavovy-lanyz, jablecno-skoricova-zmrzlina-s-polibkem-orientu, kouzelna-cokoladova-pena","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""||Pampeliškové kafe"",""250|ml|horké vody"",""200|g|zralých banánů"",""40|g|ořechového másla"",""50|ml|mléka""]","aladinovo-koreni-do-kavy-bio-35g-dozicka, vanilkovy-cukr-bio-50g",Recept,,,"[""Banány nakrájejte na kousky a nechejte je přes noc v mrazáku zmrznout. Zmrzlé kousky banánu vložte do mixeru, přidejte 40 g ořechového másla, 10 g vanilkového cukru a mléko. Všechny ingredience důkladně rozmixujte. Než připravíte pampeliškové kafe, uložte zmrzlinu ve vhodné dózičce do mrazáku."",""Příprava pampeliškového kafe je podobná jako příprava kávy. Záleží na vás, jakému způsobu dáváte přednost. My doporučujeme použít moka konvičku nebo french press. Není to žádná věda. Dvě čajové lžičky pampeliškového kafe nasypejte do french pressu, zalijte horkou vodou a nechte dostatečně dlouhou dobu luhovat. Potom pražený kořen pampelišky ztlačte ke dnu french pressu a je hotovo. Pokud použijete moka konvičku, postupujte tak, jak jste zvyklí při přípravě kávy."",""Pampeliškové kafe ještě nechejte v ledničce vychladit, aby byl požitek z ledového nápoje dokonalý."",""Kopeček domácí zmrzliny naberte do vyšší sklenice a zalejte studeným pampeliškovým kafem. Nápoj posypejte Aladinovým kořením do kávy a pak už jen vychutnávejte letní pohodu se sklenkou ledové dobroty v ruce.""]"
salat-s-brokolici-a-prazenymi-kesu-orechy,MERGE,Salát s brokolicí a praženými kešu ořechy,Sonnentor,,"Prostřete stůl, vychlaďte láhev bílého vína a vychutnejte si chvíle u stolu. Tenhle salát budete milovat.","Léto, Požitek, Koření",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/85983/image-thumb__85983__thumb-slider/salat-s-brokolici-a-prazenymi-kesu.f14ebfd4.png,Salát s brokolicí a praženými kešu ořechy,recipes,salat-s-brokolici-a-prazenymi-kesu-orechy-thumb.jpg,30,2,"veganské, bez lepku, bez laktózy, vegetariánské",,,,"lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, kouzelna-cokoladova-pena, orientalni-ledovy-caj, knedliky, boruvkovy-kolac-peceny-v-hrnku, grilovane-vege-dobrutky, melounovo-matova-limonada","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""300|g|stonkové brokolice"",""||kešu ořechů"",""3||jarní cibulky"",""1|stroužek|česneku"",""8|hrst|sušených rajčat"",""1||plechovku bílých fazolí"",""||čerstvou petrželku"",""1|lžíci|kaparů"",""1|lžíci|olivového oleje"",""3|lžíce|olivového oleje"",""||Salát a dipy éterický olej"",""1|lžíce|bílého vinného octa"",""||sůl a pepř""]","kmin-rimsky-bio-cely-40g, chilli-bio-vlocky-45g",Recept,,,"[""V pánvi nasucho opražte kešu ořechy. Potom je odložte stranou a nechejte je vychladnout."",""Brokolici blanšírujte zhruba jednu minutu ve vroucí osolené vodě. Potom ji zchlaďte v ledové vodě, aby si zachovala krásnou barvu."",""Na pánvi nasucho opražte 1/4 čajové lžičky římského kmínu, počkejte, až se rozvoní. Potom přidejte 1 lžíci olivového oleje, nasekanou cibulku, drcený česnek a krátce vše osmažte."",""Přidejte nakrájená sušená rajčata, fazole, kapari a brokolici a asi tři minuty ještě společně prohřívejte."",""Smíchejte olej, ocet, chilli vločky, osolte a opepřete. Přidejte k ingrediencím z pánve a smíchejte.""]"
zmrzlina-se-slanym-karamelem,MERGE,Zmrzlina se slaným karamelem,Sonnentor,,"Domácí veganská krémová zmrzlina, s níž si letní posezení s přáteli skutečně vychutnáte.","Léto, Požitek, Dezerty & sladké, Jde to i jinak",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/85989/image-thumb__85989__thumb-slider/Zmrzlina-se-slanym-karamelem.08205bfc.jpg,Zmrzlina se slaným karamelem,recipes,zmrzlina-se-slanym-karamelem-thumb.jpg,20,5,"veganské, bez lepku, bez laktózy, vegetariánské",,,,"jablecne-cupcaky, lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, chai-orechovy-muffin, chai-mlecna-ryze, kavovy-lanyz, kouzelna-cokoladova-pena, orientalni-ledovy-caj","Recepty, které by vám také mohly chutnat",,"[""10||zralých banánů"",""4|lžíce|kokosového sirupu"",""12||odpeckovaných datlí"",""||rostlinné mléko""]",pyramid-salt-65-g,Recept,Místo rostlinného mléka můžete použít i mléko kravské nebo kozí.,,"[""Zralé banány nakrájejte na kousky, uložte je do uzaviratelné dózy a nechte je zmrazit. V mrazáku by měly být minimálně 4 hodiny."",""Datle nakrájejte na malé kousky."",""Připravte si vyšší podlouhlou formu, např. na pečení chleba, a vyložte ji pečicím papírem."",""Zmražené banány vložte spolu s datlemi do mixéru a rozmixujte je dohladka. Pokud je hmota příliš hustá, přilejte trochu rostlinného mléka. Buďte ale opatrní a přidávejte mléko po lžičkách. Konzistence zmrzliny by neměla být příliš tekutá."",""Krém z banánů, datlí a rostlinného mléka přendejte do formy, přidejte k němu zbylou část datlí a také kokosový sirup. Jemně vmíchajte."",""Zmrzlinu posypejte pyramidální solí. Doporučujeme použít necelou kávovou lžičku soli. Před servírováním ještě vložte zmrzlinu do mrazáku, nenechávejte ji zde ale déle než dvě hodiny, byla by příliš tuhá.""]"
salat-s-halloumi-a-citronovym-peprem,MERGE,Salát s grilovaným halloumi,Sonnentor,,"Salát s rajčátky, bazalkou a halloumi. Doplněný dresinkem a pikantním citronovým pepřem!","S sebou, Grilování, Rychlá kuchyně",REPLACE,TRUE,,https://www.sonnentor.com/global/recipes/86070/image-thumb__86070__thumb-slider/halloumi-salat-mit-zitronenpfeffer.bbcd90c0.jpg,Salát s grilovaným halloumi,recipes,salat-s-halloumi-a-citronovym-peprem-thumb.jpg,20,2,"bez lepku, bez laktózy, vegetariánské",,,,"cokoladove-grissini, polevka-z-korenove-zeleniny, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, chai-mlecna-ryze, pulmesicky-vsechno-nejmilejsi, orientalni-ledovy-caj, wongovy-ryzove-karbanatky, nakladane-ostruziny","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""200|g|halloumi sýru"",""150|g|listového salátu"",""250|g|cherry rajčat"",""1||malá salátová okurka"",""0.5||červené cibule"",""2|lžíce|piniových oříšků"",""||čerstvá bazalka"",""3|lžíce|olivového oleje"",""2|lžíce|bílého balzamikového octa"",""1|lžička|hořčice"",""1|lžička|medu"",""||balzamikový krém""]","ayurvedska-kouzelna-sul-jemna-konv-150g, citronovy-pepr-bio-70g",Recept,,,"[""Smíchejte v salátové míse omyté a osušené listy salátu (výborná je také kombinace s rukolou), nakrájená cherry rajčátka, okurku a cibuli (tu nakrájejte opravdu nadrobno)."",""Na dresink smíchejte olivový olej, bílý balzamikový ocet, dijonskou hořčici, med, Ayurvédskou kouzelnou sůl a citrónový pepř. Zalijte salát dresinkem (množství zvolte podle chuti)."",""Rozehřejte gril nebo pánev a osmahněte sýr halloumi do zlatova. Piniové oříšky orestujte na pánvi bez tuku."",""Na salát položte halloumi, posypte jej lístky čerstvé bazalky a dozdobte balzamikovým krémem. Nakonec posypejte opraženými piniovými oříšky a můžete podávat!""]"
citronove-spagety,MERGE,Citronové špagety,Sonnentor,,Netradiční a jednoduchá pochoutka se svěží citronovou chutí.,Vegetariánské & saláty,REPLACE,TRUE,,https://www.sonnentor.com/global/recipes/86071/image-thumb__86071__thumb-slider/zitronenpasta.411b2e12.jpg,Citronové špagety,recipes,citronove-spagety-thumb.jpg,25,2,"bez laktózy, vegetariánské",,,,"kouzelna-cokoladova-pena, knedliky, orientalni-cizrnovy-gulas-s-datlemi, selska-bramborova-pizza, wongovy-ryzove-karbanatky, nakladane-ostruziny, nakladane-lisky, silna-polevka-z-cervene-repy","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""250|g|špaget"",""2|stroužky|česneku"",""1|lžíce|másla"",""1|lžíce|olivového oleje"",""300|ml|vody, v níž se těstoviny vařily"",""30|g|nastrouhaného parmazánu"",""1||kůry z citronu"",""2|lžíce|olivového oleje"",""||trochu (čerstvé) bazalky"",""3|plátky|citronu"",""||parmezán""]","citronovy-pepr-bio-70g, ayurvedska-kouzelna-sul-jemna-konv-150g",Recept,,,"[""Osolenou vodu na těstoviny přiveďte k varu. Mezitím oloupejte a nadrobno nakrájejte česnek. Omyjte (bio)citron v horké vodě, osušte ho, nastrouhejte kůru a poté citron vymačkejte."",""Přidejte těstoviny do vroucí vody a vařte je o 2 minuty méně, než je uvedeno na obalu."",""Na pánvi rozehřejte máslo a olivový olej a osmahněte na nich česnek. Do pánve přidejte citronovou kůru a šťávu. Dochuťte solí a citronovým pepřem. Přidejte do pánve vodu, v níž se vařily těstoviny."",""Přidejte do pánve i špagety a asi 2–⁠3 minuty je dobře promíchávejte s citronovou omáčkou. Pak přidejte polovinu nastrouhaného parmazánu a intenzivně míchejte, dokud sýr nezíská krémovou konzistenci. Na závěr přidejte zbývající nastrouhaný parmazán."",""Špagety servírujte v hlubokých talířích ozdobozené citronovým pepřem, plátky citronu, čerstvou bazalkou a parmazánem. Můžete pokapat také olivovým olejem a podávat s olivami.""]"
kurkumova-ryze-z-jednoho-hrnce,MERGE,Kurkumová rýže s vůní Orientu,Sonnentor,,Kurkumová rýže z jednoho hrnce s paprikou a kořeněnou sezamovou posypkou.,"Koření, Vegetariánské & saláty",REPLACE,TRUE,,https://www.sonnentor.com/global/recipes/86075/image-thumb__86075__thumb-slider/one-pot-kurkuma-reis.1cdd5c8d.jpg,Kurkumová rýže s vůní Orientu,recipes,kurkumova-ryze-z-jednoho-hrnce-thumb.jpg,50,2,vegetariánské,,,,"kouzelna-cokoladova-pena, knedliky, orientalni-cizrnovy-gulas-s-datlemi, selska-bramborova-pizza, wongovy-ryzove-karbanatky, nakladane-ostruziny, nakladane-lisky, silna-polevka-z-cervene-repy","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""1||cibule"",""1|lžíce|kokosového oleje"",""100|g|mraženého hrášku"",""25|g|sušených brusinek"",""25|g|najemno nasekaných vlašských ořechů"",""1||kůry z citronu"",""200|g|jasmínové rýže"",""1||červená paprika (banánového typu)"",""250|g|skyru"",""||hrst řeřichy"",""1|lžíce|kokosového oleje"",""50|g|sezamu""]","kurkuma-bio-40g, koriandr-bio-mlety-40g, kmin-rimsky-bio-mlety-40g, ayurvedska-kouzelna-sul-jemna-konv-150g, ras-el-hanout-bio-38g",Recept,,,"[""Cibuli oloupejte a nakrájejte nadrobno."",""V hrnci rozehřejte kokosový olej, přidejte koření a krátce osmahněte na mírném ohni. Vymačkejte šťávu z citronu a přidejte ji do hrnce. Přidejte cibuli, 50 ml vody a smažte 3–⁠4 minuty."",""Rýži propláchněte vodou. Poté přidejte do hrnce 400-500 ml vody, přiveďte k varu, snižte teplotu a vařte 20-25 minut. Občas promíchejte. Asi po 10 minutách přidejte hrášek. Těsně před koncem vaření přidejte brusinky a vlašské ořechy. Nakonec vše osolte a opepřete."",""Příprava posypky: Rozehřejte na pánvi kokosový olej. Vmíchejte koření a krátce osmahněte. Poté přidejte sezamová semínka a důkladně promíchejte. Za občasného míchání restujte na mírném ohni asi 7 minut."",""Papriku omyjte, osušte a nakrájejte na tenké plátky."",""Rýži rozdělte do dvou misek a ozdobte jogurtem, kolečky papriky, kořeněnými sezamovými semínky, řeřichou a kurkumou.""]"
citronova-zmrzlina,MERGE,Citronová zmrzlina,Sonnentor,,Letní osvěžení: citronovo-kokosová zmrzlina s kardamomem servírovaná v půlce citronu!,,REPLACE,TRUE,,https://www.sonnentor.com/global/recipes/86218/image-thumb__86218__thumb-slider/zitroneneis.d731049b.jpg,Citronová zmrzlina,recipes,citronova-zmrzlina-thumb.jpg,,1,"veganské, bez lepku, bez laktózy, vegetariánské",,,,"jablecno-skoricova-zmrzlina-s-polibkem-orientu, bezovo-citronovy-nanuk, makova-zmrzlina-s-letnim-kompotem, jahodova-zmrzlina-na-spejli, malinova-zmrzlina, cokoladova-zmrzlina, vanilkovo-bananova-zmrzlina, ledove-pampeliskove-kafe","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""400|g|kokosového mléka"",""120|g|moučkového cukru"",""1||kůry z citronu"",""||špetka kokosových vloček"",""100|ml|kokosového nápoje""]",kardamom-bio-cely-40g,Recept,,,"[""Citron omyjte a osušte, nastrouhejte kůru a vymačkejte z něj šťávu."",""Nastrouhanou kůru smíchejte s ostatními ingrediencemi a rozmixujte ručním mixérem nebo vysokovýkonným mixérem."",""Poté nalijte do formy a zmrazte. Každou hodinu směs dobře promíchejte vidličkou, aby se rozmělnily ledové krystalky a zmrzlina byla krémovější. Případně můžete zmrzlinu vyrobit ve zmrzlinovači."",""Po 6 hodinách vyndejte zmrzlinu z mrazáku."",""Podávejte v citronové kůře: Citron rozpůlte a odstraňte dužinu. Naberte kopečky zmrzliny, dejte je do kůry, posypte kokosovými vločkami a citronovou kůrou a podávejte.""]"
salat-s-vodnim-melounem,MERGE,Salát s vodním melounem,Sonnentor,,"Salát plný letních chutí, který si připravíte během chviličky.","S sebou, Léto",REPLACE,TRUE,,https://www.sonnentor.com/global/recipes/86217/image-thumb__86217__thumb-slider/wassermelonensalat.c48b9bb0.jpg,Salát s vodním melounem,recipes,salat-s-vodnim-melounem-thumb.jpg,,2,"bez lepku, vegetariánské, bez laktózy",,,,"cokoladove-grissini, lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, pulmesicky-vsechno-nejmilejsi, kouzelna-cokoladova-pena, orientalni-ledovy-caj, knedliky, boruvkovy-kolac-peceny-v-hrnku","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""1||středně velký vodní meloun"",""0.5||salátové okurky"",""150|g|Feta sýru"",""1|lžíce|citronovou šťávu"",""2|lžíce|bílého vinného octa"",""3|lžíce|olivového oleje"",""100|g|černých oliv"",""||lístky čerstvé máty""]","pyramid-salt-65-g, pepr-cerny-bio-mlety-50g, recke-koreni-bio-35-g",Recept,,,"[""Meloun rozkrojte napůl, vydlabejte a dužinu nakrájejte na kostičky."",""Okurku a fetu nakrájejte na kostičky a vložte do mísy spolu s olivami, kostičkami melounu a několika lístky máty."",""Na zálivku smíchejte citronovou šťávu, balzamikový ocet a olivový olej. Dochuťte špetkou soli, pepřem a Řeckým kořením."",""Salát smíchejte se zálivkou, naplňte jím vydlabané půlky melounů a podávejte ozdobené lístky čerstvé máty a pyramidální solí.""]"
pestry-bramborovy-salat-s-redkvickami,MERGE,Pestrý bramborový salát s ředkvičkami,Sonnentor,,"Svěží a chutný salát plný ingrediencí, které rostou i na vaší zahrádce. Skvělý jako příloha k masu nebo samostatně jako lehký oběd či večeře.","Jaro, Léto, Koření",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/86500/image-thumb__86500__thumb-slider/Pestry-bramborovy-salat-s-redkvickami.cd38e88f.jpg,Pestrý bramborový salát s ředkvičkami,recipes,pestry-bramborovy-salat-s-redkvickami-thumb.jpg,50,4,"veganské, bez lepku, bez laktózy, vegetariánské",,,,"lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, kouzelna-cokoladova-pena, orientalni-ledovy-caj, knedliky, boruvkovy-kolac-peceny-v-hrnku, grilovane-vege-dobrutky, melounovo-matova-limonada","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""1|kg|mladých brambor menší velikosti"",""1||svazek ředkviček"",""1||svazek pažitky"",""0.5||petržele"",""50|g|piniových semínek"",""1|lžičku|medu"",""1|lžičku|hořčice"",""2|lžíce|jablečného octa"",""1|lžíci|řepkového oleje"",""||šťávu z půlky citronu"",""||Pouštní sůl z Kalahari"",""||Zdobení na salát""]",pepr-cerny-bio-mlety-50g,Recept,"Pokud zrovna nemáte po ruce piniová semínka, můžete je nahradit dýňovými nebo slunečnicovými. Výsledná chuť salátu bude i tak perfektní.",,"[""Brambory důkladně umyjte a uvařte je ve slupce do měkka."",""Ředkvičky umyjte a nakrájejte je na tenké plátky."",""Uvařené brambory nechejte vychladnout a nakrájejte na půlky nebo čtvrtky. Záleží na jejich velikosti."",""Pažitku a petržel důkladně umyjte a nasekejte najemno."",""Piniová semínka orestujte zlehka na pánvi. Není potřeba používat olej."",""Všechny suroviny na dresink vložte do vyšší nádoby a důkladně je promíchejte."",""Do salátové mísy vrstvěte brambory, ředkvičky, pažitku, petržel a piniová semínka, přidejte dresink a promíchejte. Salát dochuťte pepřem a solí a na závěr použijte Zdobení na salát.""]"
bylinkova-focaccia,MERGE,Bylinková focaccia,Sonnentor,,Příprava tohoto pokrmu je opravdu zábava. Nazdobte focacciu bylinkami nebo zeleninou z vaší zahrádky a udělejte radost sobě i všem stolovníkům.,"Léto, Bylinky, Pečení, Grilování",REPLACE,TRUE,,https://www.sonnentor.com/cz/recipes/86501/image-thumb__86501__thumb-slider/Bylinkova-focaccia.9a5f9edf.jpg,Bylinková focaccia,recipes,bylinkova-focaccia-thumb.jpg,90,1,"veganské, bez laktózy",,,,"lososovy-pstruh-peceny-v-troube, rybi-spiz-s-citronovou-travou-na-listovem-spenatu, kouzelna-cokoladova-pena, orientalni-ledovy-caj, knedliky, boruvkovy-kolac-peceny-v-hrnku, grilovane-vege-dobrutky, melounovo-matova-limonada","Recepty, které by vám také mohly chutnat",Další naše produkty k receptu,"[""500|g|špaldové mouky"",""0.5||kostky kvasnic"",""300|ml|vlažné vody"",""50|ml|olivového oleje"",""||olivového oleje"",""||čerstvou žlutou papriku, rajčata nebo jinou oblíbenou zeleninu"",""||čerstvé bylinky"",""||soli""]","koreni-na-pizzu-a-testoviny-bio-20g, ayurvedska-kouzelna-sul-jemna-konv-150g",Recept,,,"[""Do mouky přidejte vlažnou vodu, kvasnice, sůl, olej a Koření na pizzu a těstoviny. Vypracujte těsto. Hněťte tak dlouho, až se vám začnou v těstě vytvářet bublinky. Těsto bude lepkavé, to je dobře, protože nakonec bude vzdušnější a vláčnější. Těsto v míse přikryjte utěrkou a nechte ho 30 minut kynout na teplém místě."",""Těsto znovu důkladně prohněťte, rozprostřete ho na plech ve výšce asi 1 cm a nechejte ho ještě 10 minut kynout."",""Potřete těsto olivovým olejem a nazdobte zeleninou a bylinkami."",""Focacciu pečte 20–30 minut při teplotě 180°C.""]"
